Date,Open,High,Low,Close,Volume,Change,ma5,ma10,ma20,Kospi,S&P500,rsi,%K,%D,bb_upper,bb_sma,bb_lower,volume_ma5,momentum,high_low_diff
2002-05-20,52284,54140,52186,53164,1574443,0.016831152933975968,51912.6,53359.1,53921.1,865.780029,1091.880005,54.33048662584595,43.306255934170274,31.96188064845096,60042.353738109196,53921.1,47799.8462618908,2642951.0,391.0,1954
2002-05-21,52968,52968,50818,50818,1096791,-0.04412760514633962,51932.2,53017.0,53315.2,837.559998,1079.880005,51.8790629688041,15.05281690140845,30.793883018899695,57880.511108324325,53315.2,48749.88889167567,2010154.8,98.0,2150
2002-05-22,50818,52772,50329,52577,1286486,0.03461371954819148,51932.2,52606.5,53070.85,863.059998,1086.02002,47.75527249947797,34.40801056338028,30.922361132986328,57203.85121741548,53070.85,48937.848782584515,1543254.0,0.0,2443
2002-05-23,51599,52968,51599,51795,884834,-0.014873423740418779,52127.6,52069.0,52875.35,845.51001,1097.079956,41.377789538678655,25.80325704225352,25.08802816901408,56850.608020093256,52875.35,48900.09197990674,1354580.2,977.0,1369
2002-05-24,52284,53261,52186,52675,962529,0.016990056955304533,52205.8,52020.1,52948.65,854.570007,1083.819946,47.51145886383628,35.486355633802816,31.89920774647887,56847.871853544355,52948.65,49049.42814645565,1161016.6,391.0,1075
2002-05-28,51893,52186,50329,51307,768517,-0.005678294573643439,51990.8,51961.5,52865.55,848.799988,1074.550049,43.47806744372275,20.433538732394364,27.241050469483564,56791.08319895782,52836.25,48881.41680104218,999831.4,-1857.0,1857
2002-05-29,50134,50818,49743,50330,879003,-0.01904223595220922,51541.4,51736.8,52890.0,835.190002,1067.660034,34.88482771749476,9.683098591549296,21.86766431924882,56834.30555137307,52802.05,48769.79444862693,956273.8,-488.0,1075
2002-05-30,49840,50134,47348,47593,1573716,-0.05438108484005566,50701.0,51414.3,52587.05,815.609985,1064.660034,29.414040668930824,2.597815714134238,10.904817679359297,57169.884076356655,52689.65,48209.41592364335,1013719.8,-4984.0,2786
2002-05-31,47593,48081,44417,44759,1374163,-0.05954657197487023,49117.8,50661.8,52039.75,796.400024,1067.140015,30.974693286251068,3.3814514534308877,5.220788586371472,57927.089719367985,52245.0,46562.910280632015,1111585.6,-7036.0,3664
2002-06-03,44465,47202,44417,47202,1337000,0.054581201546057834,48238.2,50065.6,51712.35,804.929993,1040.680054,38.46153846153846,27.536088590073167,11.171785252546096,57681.48944284316,51819.85,45958.21055715684,1186479.8,-5473.0,2785
2002-06-04,45736,48375,45736,47886,992645,0.01449091140205927,47554.0,49772.4,51394.7,806.330017,1040.689941,43.777445986298964,35.67828859405534,22.198609545853127,57565.728921578404,51526.65,45487.5710784216,1231305.4,-3421.0,2639
