Date,Open,High,Low,Close,Volume,Change,ma5,ma10,ma20,Kospi,S&P500,rsi,%K,%D,bb_upper,bb_sma,bb_lower,volume_ma5,momentum,high_low_diff
2006-03-06,7962,8076,7738,7854,115288,-0.023255813953488413,8130.6,8369.9,9054.2,1344.76001,1278.26001,22.99638989169675,3.8770053475935833,2.558544326965946,11504.962352935927,9207.5,6910.037647064073,102751.6,-524.0,338
2006-03-07,7812,7812,7477,7478,72847,-0.047873694932518474,7943.2,8212.7,8885.8,1316.670044,1275.880005,16.25500667556743,0.044563279857397504,1.356700620587386,10950.619189780187,8975.6,7000.580810219813,102695.4,-937.0,335
2006-03-08,7477,7552,7139,7180,77484,-0.03985022733351162,7741.2,8063.1,8751.1,1314.050049,1278.469971,15.489821882951645,1.5879163439194421,1.8364949904568075,10716.22877644732,8792.3,6868.371223552677,98959.6,-1010.0,413
2006-03-09,7192,8076,7177,7592,133346,0.05738161559888577,7629.0,7980.8,8564.15,1311.209961,1272.22998,29.660178159023417,18.07661612130886,6.569698581695232,10602.690538188985,8678.2,6753.709461811016,110396.2,-561.0,899
2006-03-10,7514,7850,7342,7854,58512,0.034510010537407876,7591.6,7913.5,8455.75,1320.069946,1281.420044,28.790915163660657,28.531524341580205,16.06535226893617,10000.30134666169,8504.35,7008.39865333831,91495.4,-187.0,508
2006-03-13,8037,8112,7701,7741,43543,-0.014387573211102622,7569.0,7849.8,8375.3,1338.280029,1284.130005,26.82529335071709,29.25170068027211,25.286613714387055,9739.69972619406,8390.3,7040.900273805939,77146.4,-113.0,411
2006-03-14,7738,7850,7468,7555,60107,-0.02402790337165739,7584.4,7763.8,8278.05,1326.300049,1297.47998,29.743404409107328,23.66325369738339,27.148826239745233,9619.622955964856,8300.55,6981.477044035142,74598.4,77.0,382
2006-03-15,7624,7701,7371,7382,40629,-0.02289874255459956,7624.8,7683.0,8179.65,1333.97998,1303.02002,30.720418066442704,13.822525597269625,22.245826658308374,9446.640966000688,8194.65,6942.659033999311,67227.4,202.0,330
2006-03-16,7380,7477,7192,7255,51524,-0.017204009753454375,7557.4,7593.2,8101.15,1335.97998,1305.329956,26.391982182628055,7.561929595827902,15.01590296349364,9284.11357518572,8089.9,6895.686424814279,50863.0,-337.0,285
2006-03-17,7139,7334,7109,7338,31485,0.011440385940730602,7454.2,7522.9,8011.85,1341.119995,1307.25,30.213089802130895,15.782219159200551,12.388891450766025,9202.196486621222,8015.55,6828.9035133787775,45457.6,-516.0,225
2006-03-20,7266,7701,7266,7631,65124,0.039929136004360766,7432.2,7500.6,7935.25,1346.689941,1305.079956,36.40776699029126,38.98431665421957,20.776155136416005,9016.60117157428,7940.9,6865.198828425719,49773.8,-110.0,435
2006-03-21,7624,7701,7364,7478,32414,-0.020049796881142723,7416.8,7500.6,7856.65,1336.650024,1297.22998,37.339971550497864,29.169960474308297,27.97883209590947,8782.895227276553,7856.65,6930.4047727234465,44235.2,-77.0,337
2006-03-22,7334,7402,7185,7270,32741,-0.027814923776410816,7394.4,7509.6,7786.35,1309.829956,1305.040039,35.19946362722092,12.727272727272727,26.960516618600195,8662.844278961702,7786.35,6909.855721038299,42657.6,-112.0,217
2006-03-23,7290,7417,7118,7211,50196,-0.00811554332874831,7385.6,7471.5,7726.15,1312.26001,1301.670044,35.83617747440273,10.16949152542373,17.355574909001586,8586.076135138766,7726.15,6866.223864861233,42392.0,-44.0,299
2006-03-24,7177,7199,6728,6883,72082,-0.045486062959367635,7294.6,7374.4,7643.95,1321.22998,1302.949951,34.190817323347446,11.199421965317919,11.365395406004792,8495.808766401271,7643.95,6792.091233598729,50511.4,-455.0,471
2006-03-27,6876,6982,6750,6799,69161,-0.012203980822315885,7128.2,7280.2,7565.0,1330.339966,1301.609985,37.78337531486146,5.130057803468208,8.832990431403287,8423.070049894688,7565.0,6706.929950105313,51318.8,-832.0,232
2006-03-28,6795,6795,6505,6583,75428,-0.03176937784968381,6949.2,7183.0,7473.4,1331.310059,1293.22998,38.932146829810904,4.853764779091475,7.061081515959201,8340.501985138733,7473.4,6606.298014861267,59921.6,-895.0,290
2006-03-29,6467,6750,6391,6620,60894,0.005620537748746823,6819.2,7106.8,7394.9,1332.719971,1302.890015,29.069767441860463,13.306217315514235,7.763346632691307,8273.043232532173,7394.9,6516.756767467826,65552.2,-650.0,359
2006-03-30,6728,6870,6579,6850,44967,0.03474320241691853,6747.0,7066.3,7329.75,1338.140015,1300.25,28.078602620087338,26.670540383497965,14.943507492701224,8163.284484494824,7329.75,6496.215515505176,64506.4,-361.0,291
2006-03-31,6811,7073,6787,7008,51761,0.02306569343065701,6772.0,7033.3,7278.1,1359.599976,1294.869995,34.304068522483945,42.28923920493489,27.42199896798236,8051.948319150838,7278.1,6504.251680849163,60442.2,125.0,286
2006-04-03,6991,7139,6922,6940,183708,-0.009703196347031984,6800.2,6964.2,7232.4,1379.75,1297.810059,36.1299052774019,41.908396946564885,36.95605884499924,7970.160023741814,7232.4,6494.639976258185,83351.6,141.0,217
2006-04-04,6967,7438,6922,7413,89753,0.06815561959654182,6966.2,6957.7,7229.15,1385.640015,1305.930054,50.61581247516886,78.01526717557252,54.07096777569077,7962.916426338106,7229.15,6495.383573661893,86216.6,830.0,516
2006-04-05,7552,8037,7334,7631,133403,0.029407797113179646,7168.4,6993.8,7251.7,1388.77002,1311.560059,57.20858895705522,75.33414337788578,65.08593583334105,8006.524510800496,7251.7,6496.875489199504,100718.4,1011.0,703
2006-04-06,7738,8037,7624,7817,102346,0.024374262875114683,7361.8,7054.4,7262.95,1397.0,1309.040039,58.834378458133536,86.63426488456865,79.9945584793423,8045.333530932003,7262.95,6480.566469067997,112194.2,967.0,413
2006-04-07,7701,8374,7701,8004,265680,0.02392222080081874,7561.0,7166.5,7270.45,1402.359985,1295.5,57.159309021113245,81.34140191628845,81.10327005958095,8079.123891725113,7270.45,6461.776108274887,154978.0,996.0,673
2006-04-10,7888,8037,7850,7929,111045,-0.009370314842578664,7758.8,7279.5,7279.85,1398.290039,1296.619995,58.92362485160269,77.55925365607665,81.84497348564459,8115.475520509194,7279.85,6444.2244794908065,140445.4,989.0,187
2006-04-11,7924,8337,7552,8229,149896,0.03783579265985626,7922.0,7444.1,7313.55,1386.079956,1286.569946,68.30851470026728,92.68784669692384,83.86283408976298,8244.791045170623,7313.55,6382.308954829378,152474.0,816.0,785
2006-04-12,8076,8561,8076,8153,133727,-0.009235630088710645,8026.4,7597.4,7352.1,1383.589966,1288.119995,67.86798179059181,81.19815668202764,83.81508567834271,8356.25094273193,7352.1,6347.949057268072,152538.8,522.0,485
2006-04-13,8076,8374,7812,7854,108485,-0.03667361707346983,8033.8,7697.8,7382.05,1405.719971,1289.119995,68.62293824319141,67.41935483870968,80.43511940588705,8409.468937767919,7382.05,6354.631062232082,153766.6,37.0,562
2006-04-17,8485,8597,8223,8302,83377,-0.013428401663695744,8190.6,7974.7,7469.45,1422.630005,1285.329956,75.29451363177381,86.62737987307344,78.41496379793692,8536.40062741304,7430.25,6324.099372586958,117306.0,298.0,374
2006-04-18,8299,8673,8299,8452,135311,0.018067935437243943,8235.2,8078.6,7518.15,1427.0,1307.280029,82.16867469879517,90.31551270815075,81.45408247331129,8666.194771847891,7471.3,6276.405228152109,122159.2,523.0,374
2006-04-19,8523,8823,8410,8714,139893,0.030998580217699967,8347.4,8186.9,7590.35,1437.839966,1309.930054,83.45047923322684,95.14260249554367,90.69516502558928,8850.97690504161,7533.1,6215.223094958389,120158.6,485.0,413
2006-04-20,8636,8748,8112,8378,77089,-0.03855864126692676,8452.2,8243.0,7648.7,1434.150024,1311.459961,73.60939431396787,78.14341846758349,87.86717789042596,8952.167577952137,7588.5,6224.832422047863,108831.0,225.0,636
2006-04-21,8223,8485,8037,8378,93628,0.0,8444.8,8280.4,7723.45,1451.310059,1311.280029,72.25471085120208,76.59126775381378,83.29242957231365,9042.01145453151,7646.85,6251.68854546849,105859.6,524.0,448
2006-04-24,8263,8971,8263,8976,201493,0.07137741704464062,8579.6,8385.1,7832.3,1430.939941,1308.109985,78.21507760532151,100.24402147388972,84.99290256509566,9217.601095099717,7751.5,6285.398904900284,129482.8,674.0,708
2006-04-25,9011,10280,8971,9648,322468,0.07486631016042788,8818.8,8527.0,7985.55,1431.150024,1301.73999,79.3538219070134,78.54718262050238,85.12749061606861,9515.7433511037,7893.95,6272.1566488963,166914.2,1196.0,1309
2006-04-26,9869,10056,9534,9648,148424,0.0,9005.6,8676.5,8136.95,1451.219971,1305.410034,78.09974923376986,76.83284457478005,85.20801622305737,9725.664536414148,8047.2,6368.735463585851,168620.4,934.0,522
2006-04-27,9945,10020,9496,9648,126111,0.0,9259.6,8855.9,8276.85,1452.530029,1309.719971,76.90273288275051,76.83284457478005,77.40429059002084,9881.274988163026,8198.6,6515.925011836975,178424.8,1270.0,524
2006-04-28,9570,9570,8823,8862,161908,-0.08146766169154229,9356.4,8900.6,8369.55,1419.72998,1310.609985,60.71964017991005,48.02052785923754,67.22873900293254,9879.879214435156,8299.2,6718.520785564846,192080.8,484.0,747
2006-05-02,8785,9608,8709,9611,144007,0.08451816745655605,9483.4,9031.5,8503.1,1434.900024,1313.209961,67.98545765611634,75.47653958944281,66.77663734115346,9990.924006874904,8429.35,6867.775993125098,180583.6,635.0,899
2006-05-03,9608,10020,9159,9275,523375,-0.03495994173343042,9408.8,9113.8,8596.2,1435.170044,1308.119995,61.0993208828523,59.27876823338736,60.925278560689236,9983.00367402308,8546.1,7109.19632597692,220765.0,-373.0,861
2006-05-04,9383,9534,9084,9163,140522,-0.012075471698113183,9311.8,9158.7,8672.8,1441.02002,1312.25,60.63605728727885,54.74068071312804,63.165329511986066,9990.904821676893,8633.6,7276.295178323107,219184.6,-485.0,450
2006-05-08,9308,9421,8823,8938,123219,-0.02455527665611701,9169.8,9214.7,8728.85,1452.22998,1324.660034,61.59606332905434,40.16941596076683,51.3962883024274,9976.51783319753,8698.95,7421.382166802472,218606.2,-710.0,598
